id,custom_id,created_at,updated_at,version,created_by,question_text,genre,subgenre,level,type,difficulty,importance,answer,source,is_active
,,,,1.0,toshi,次の語を並べかえて、正しい英文を作りなさい：live / you / do / Where?,品詞の基本,疑問詞,0,reorder,2,3,Where do you live?,ai_generated,TRUE
,,,,1.0,toshi,次の語を並べかえて、正しい英文を作りなさい：Whose / this / is / bag?,品詞の基本,疑問詞,0,reorder,2,3,Whose bag is this?,ai_generated,TRUE
,,,,1.0,toshi,次の文には誤りがあります。正しく直しなさい：Where you are from?,品詞の基本,疑問詞,0,error_check,2,3,Where are you from?,ai_generated,TRUE
,,,,1.0,toshi,次の文には誤りがあります。正しく直しなさい：What do likes he?,品詞の基本,疑問詞,0,error_check,2,3,What does he like?,ai_generated,TRUE
,,,,1.0,toshi,次の文には誤りがあります。正しく直しなさい：Why she is crying?,品詞の基本,疑問詞,0,error_check,2,3,Why is she crying?,ai_generated,TRUE
,,,,1.0,toshi,次の文には誤りがあります。正しく直しなさい：Who do made this bag?,品詞の基本,疑問詞,0,error_check,2,3,Who made this bag?,ai_generated,TRUE
,,,,1.0,toshi,次の文には誤りがあります。正しく直しなさい：How many apple do you have?,品詞の基本,疑問詞,0,error_check,2,3,How many apples do you have?,ai_generated,TRUE
,,,,1.0,toshi,Tomは親切です。彼は毎日掃除をします。,品詞の基本,代名詞,0,free_writing,2,2,Tom is kind. He cleans every day.,ai_generated,TRUE
,,,,1.0,toshi,私はあの車が好きです。,品詞の基本,代名詞,0,free_writing,2,2,I like that car.,ai_generated,TRUE
,,,,1.0,toshi,これは彼女のペンです。,品詞の基本,代名詞,0,free_writing,2,2,This is her pen.,ai_generated,TRUE
,,,,1.0,toshi,私たちは彼らに会いました。,品詞の基本,代名詞,0,free_writing,2,2,We met them.,ai_generated,TRUE
,,,,1.0,toshi,その本は私のものです。,品詞の基本,代名詞,0,free_writing,2,2,The book is mine.,ai_generated,TRUE
,,,,1.0,toshi,彼らは音楽が好きです。彼らはよく歌を歌います。,品詞の基本,代名詞,0,free_writing,2,2,They like music. They often sing songs.,ai_generated,TRUE
,,,,1.0,toshi,彼は猫を飼っています。猫の名前はトムです。,品詞の基本,代名詞,0,free_writing,2,2,He has a cat. Its name is Tom.,ai_generated,TRUE
,,,,1.0,toshi,この本は彼女のものです。,品詞の基本,代名詞,0,free_writing,2,2,This book is hers.,ai_generated,TRUE
,,,,1.0,toshi,私たちはあなたと一緒に来ました。,品詞の基本,代名詞,0,free_writing,2,2,We came with you.,ai_generated,TRUE
,,,,1.0,toshi,これは私たちの家です。,品詞の基本,代名詞,0,free_writing,2,2,This is our house.,ai_generated,TRUE
,,,,1.0,toshi,彼女は彼らを知っています。,品詞の基本,代名詞,0,free_writing,2,2,She knows them.,ai_generated,TRUE
,,,,1.0,toshi,それは彼のかばんです。,品詞の基本,代名詞,0,free_writing,2,2,That is his bag.,ai_generated,TRUE
,,,,1.0,toshi,私は彼と公園に行きました。,品詞の基本,代名詞,0,free_writing,2,2,I went to the park with him.,ai_generated,TRUE
,,,,1.0,toshi,あれは私たちの教室です。,品詞の基本,代名詞,0,free_writing,2,2,That is our classroom.,ai_generated,TRUE
,,,,1.0,toshi,彼女の名前はメアリーです。,品詞の基本,代名詞,0,free_writing,2,2,Her name is Mary.,ai_generated,TRUE
,,,,1.0,toshi,これはあなたの帽子ですか？,品詞の基本,代名詞,0,free_writing,2,2,Is this your hat?,ai_generated,TRUE
,,,,1.0,toshi,彼らはそれを使います。,品詞の基本,代名詞,0,free_writing,2,2,They use it.,ai_generated,TRUE
,,,,1.0,toshi,その犬は私のです。,品詞の基本,代名詞,0,free_writing,2,2,The dog is mine.,ai_generated,TRUE
,,,,1.0,toshi,私たちはその映画が好きです。,品詞の基本,代名詞,0,free_writing,2,2,We like the movie.,ai_generated,TRUE
,,,,1.0,toshi,彼はあの机を使います。,品詞の基本,代名詞,0,free_writing,2,2,He uses that desk.,ai_generated,TRUE
,,,,1.0,toshi,これはトムの帽子です。,品詞の基本,代名詞,0,free_writing,2,2,This is Tom's hat.,ai_generated,TRUE
,,,,1.0,toshi,これらは新しい靴です。,品詞の基本,代名詞,0,free_writing,2,2,These are new shoes.,ai_generated,TRUE
,,,,1.0,toshi,あれらは彼女のかばんです。,品詞の基本,代名詞,0,free_writing,2,2,Those are her bags.,ai_generated,TRUE
,,,,1.0,toshi,トムの犬は大きいです。,品詞の基本,代名詞,0,free_writing,2,2,Tom's dog is big.,ai_generated,TRUE
,,,,1.0,toshi,あれらの時計は古いです。,品詞の基本,代名詞,0,free_writing,2,2,Those watches are old.,ai_generated,TRUE
,,,,1.0,toshi,これは私の友達の部屋です。,品詞の基本,代名詞,0,free_writing,2,2,This is my friend's room.,ai_generated,TRUE
,,,,1.0,toshi,あれは私の友達の本です。,品詞の基本,代名詞,0,free_writing,2,2,That is my friend's book.,ai_generated,TRUE
,,,,1.0,toshi,これは私の友達たちの机です。,品詞の基本,代名詞,0,free_writing,2,2,This is my friends' desk.,ai_generated,TRUE
,,,,1.0,toshi,これらの写真はきれいです。,品詞の基本,代名詞,0,free_writing,2,2,These pictures are beautiful.,ai_generated,TRUE
,,,,1.0,toshi,あれらは私の友達の自転車です。,品詞の基本,代名詞,0,free_writing,2,2,Those are my friends' bikes.,ai_generated,TRUE
